HospitalCode,TypeDescription,Age,ServiceSupport,AssetCondition,ServiceIntention,FrequencyMaintenanceRequirement,MaintenanceComplexity,TotalDowntime,AlternativeBackup,Operations,MaintenanceCost,Make,Model,Manufacturer,Brand,PurchaseDate,MonthsToFailure,FailureClass
PRK358,Infusion Pump,12,1,0,2,1,1,724.56,1,2,664.41,Ireland,Alaris GP #397,Medtronic,Alaris,2004-10-25,25,2
PRK300,Infusion Pump,12,1,0,2,3,1,19.8,1,2,332.67,Ireland,Alaris GP #543,Medtronic,Alaris,2013-04-06,17,3
PRK319,Infusion Pump,2,1,0,2,1,1,134.57,0,2,461.48,Ireland,Alaris GP #453,Medtronic,Alaris,2018-12-01,33,2
PRK333,Infusion Pump,27,1,2,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #815,B. Braun Melsungen AG,Infusomat,2014-05-26,,1
PRK319,Ventilator,17,1,0,3,1,1,17.51,1,2,2458.26,USA,Carestation 650 #843,Datex-Ohmeda Inc,Carestation,2014-10-22,9,3
PRK300,Infusion Pump,2,0,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #676,Baxter Healthcare Corp,Sigma,2006-05-29,,1
PRK342,Sphygmomanometers,7,0,0,1,1,1,23.89,0,2,331.25,Japan,HEM-907 #127,Omron Healthcare Co Ltd,Omron,2019-09-10,38,2
PRK320,Physiologic Monitoring System,6,1,0,1,2,1,22.46,0,2,6921.54,Netherlands,IntelliVue #898,Koninklijke Philips N.V.,Philips,1994-03-01,21,3
PRK300,Infusion Pump,8,1,0,2,1,1,22.02,0,2,31859.55,Germany,Infusomat Space #679,B. Braun Melsungen AG,Infusomat,2008-05-20,9,3
PRK333,Infusion Pump,6,0,0,2,1,1,11.38,0,2,31938.7,Germany,Infusomat Space #760,B. Braun Melsungen AG,Infusomat,2002-03-04,40,2
PRK360,Infusion Pump,3,0,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #189,Medtronic,Alaris,2015-12-20,,1
PRK342,Sphygmomanometers,9,0,0,1,1,1,22.57,0,2,1050.78,Malaysia,MV-BP100 #176,Med-Vantage Sdn Bhd,MedVantage,2016-01-10,43,2
PRK312,Infusion Pump,19,1,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #756,B. Braun Melsungen AG,Infusomat,2012-04-13,,1
PRK333,Infusion Pump,6,1,0,2,1,1,27.46,0,2,1546.47,Ireland,Alaris GP #221,Medtronic,Alaris,2002-08-20,8,2
PRK358,Sphygmomanometers,10,1,0,1,1,1,24.41,1,2,121.69,USA,DS66 #814,Welch Allyn Inc,Welch Allyn,2008-08-08,23,2
PRK300,Sphygmomanometers,8,0,0,1,1,1,5519.52,1,2,501.97,Japan,HEM-907 #297,Omron Healthcare Co Ltd,Omron,2005-02-08,40,2
PRK341,Infusion Pump,12,1,0,2,1,1,200.19,1,2,414.64,Ireland,Alaris GP #969,Medtronic,Alaris,2002-09-18,30,2
PRK342,Infusion Pump,7,0,0,2,1,1,2.79,0,2,5588.45,USA,Sigma Spectrum #266,Baxter Healthcare Corp,Sigma,1999-04-01,43,2
PRK342,Infusion Pump,5,0,0,2,2,1,85.65,0,2,4150.2,USA,Sigma Spectrum #462,Baxter Healthcare Corp,Sigma,2010-08-02,27,2
PRK311,Infusion Pump,6,0,0,2,1,1,91.97,1,2,524.87,Germany,Infusomat Space #134,B. Braun Melsungen AG,Infusomat,2001-10-30,24,3
PRK358,Infusion Pump,18,1,0,2,1,1,25743.0,0,2,394.87,Ireland,Alaris GP #371,Medtronic,Alaris,2009-02-28,15,3
PRK319,Physiologic Monitoring System,9,1,0,1,1,1,100.33,0,2,138.84,Japan,Life Scope #793,Nihon Kohden Corp,Nihon Kohden,1999-10-09,8,2
PRK300,Defibrillator,8,1,0,3,1,1,2419.56,0,2,312.9,Netherlands,HeartStart XL #891,Koninklijke Philips N.V.,HeartStart,2008-07-29,16,3
PRK300,Infusion Pump,18,1,0,2,1,1,26.45,0,2,521.59,USA,Sigma Spectrum #298,Baxter Healthcare Corp,Sigma,2010-02-05,19,2
PRK330,Physiologic Monitoring System,20,1,2,1,1,1,13.48,0,2,1416.94,Netherlands,IntelliVue #665,Koninklijke Philips N.V.,Philips,2010-12-23,19,2
PRK300,Infusion Pump,1,0,0,2,1,1,6.81,0,2,863.28,Germany,Infusomat Space #505,B. Braun Melsungen AG,Infusomat,2003-10-06,15,2
PRK350,Ventilator,2,0,0,3,1,1,0.0,0,2,0.0,Germany,Evita V500 #134,Drager Medical AG & Co KGaA,Evita,2016-10-26,,1
PRK358,Physiologic Monitoring System,14,1,0,1,1,1,10.5,1,2,217.29,USA,CARESCAPE #944,GE Healthcare,GE,2000-07-26,22,3
PRK300,Defibrillator,9,0,0,3,1,1,17.01,0,2,517.6,Netherlands,HeartStart XL #142,Koninklijke Philips N.V.,HeartStart,2017-11-24,36,2
PRK350,Sphygmomanometers,20,0,0,1,1,1,0.0,0,2,0.0,USA,DS66 #295,Welch Allyn Inc,Welch Allyn,2001-04-06,,1
PRK360,Infusion Pump,2,0,0,2,1,1,0.0,0,1,0.0,Germany,Infusomat Space #156,B. Braun Melsungen AG,Infusomat,2008-06-22,,1
PRK300,Infusion Pump,10,1,0,2,1,1,71.72,0,2,22.9,Germany,Infusomat Space #605,B. Braun Melsungen AG,Infusomat,2012-06-23,26,2
PRK342,Infusion Pump,13,1,0,2,1,1,5.68,0,2,51.34,USA,Sigma Spectrum #954,Baxter Healthcare Corp,Sigma,2004-03-11,37,2
PRK360,Infusion Pump,6,1,0,2,1,1,0.75,1,2,1386.6,Ireland,Alaris GP #510,Medtronic,Alaris,1999-11-30,11,2
PRK350,Sphygmomanometers,14,1,0,1,1,1,551.67,0,2,1936.14,Japan,HEM-907 #319,Omron Healthcare Co Ltd,Omron,2011-10-06,37,2
PRK333,Infusion Pump,15,1,0,2,1,1,439.51,0,2,172.48,Ireland,Alaris GP #895,Medtronic,Alaris,2016-07-05,18,2
PRK358,Physiologic Monitoring System,8,1,1,1,1,1,35.01,1,2,0.0,USA,CARESCAPE #925,GE Healthcare,GE,2012-04-23,38,2
PRK342,Infusion Pump,7,1,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #947,B. Braun Melsungen AG,Infusomat,2012-08-06,,1
PRK319,Infusion Pump,16,1,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #538,Medtronic,Alaris,2011-07-21,,1
PRK319,Infusion Pump,10,1,1,2,2,1,0.0,0,2,0.0,Germany,Infusomat Space #983,B. Braun Melsungen AG,Infusomat,2005-12-20,,1
PRK333,Physiologic Monitoring System,12,1,2,1,1,1,4279.52,0,2,17.86,USA,CARESCAPE #81,GE Healthcare,GE,2020-03-01,20,2
PRK326,Physiologic Monitoring System,10,1,0,1,1,1,1375.46,0,2,964.38,USA,CARESCAPE #236,GE Healthcare,GE,2017-10-08,18,2
PRK320,Infusion Pump,9,1,0,2,1,1,90.62,0,2,0.0,USA,Sigma Spectrum #925,Baxter Healthcare Corp,Sigma,2011-03-19,37,3
PRK312,Infusion Pump,7,1,0,2,1,1,1.78,0,1,28.84,Ireland,Alaris GP #931,Medtronic,Alaris,2014-01-01,36,2
PRK358,Physiologic Monitoring System,13,1,0,1,1,1,140.0,0,2,61.59,USA,CARESCAPE #955,GE Healthcare,GE,2012-12-28,10,2
PRK342,Infusion Pump,4,0,0,2,1,1,33.96,0,2,537.13,Germany,Infusomat Space #848,B. Braun Melsungen AG,Infusomat,2011-08-23,41,2
PRK320,Sphygmomanometers,2,0,0,1,1,1,25.96,1,2,103.03,Japan,HEM-907 #283,Omron Healthcare Co Ltd,Omron,2019-04-12,46,2
PRK319,Infusion Pump,8,1,0,2,1,1,54.04,1,2,1032.4,USA,Sigma Spectrum #507,Baxter Healthcare Corp,Sigma,2012-02-02,22,2
PRK311,Infusion Pump,20,1,0,2,1,1,1757.37,0,2,6391.41,USA,Sigma Spectrum #39,Baxter Healthcare Corp,Sigma,2016-06-21,25,2
PRK311,Infusion Pump,10,1,0,2,1,1,71.31,1,2,414.72,Germany,Infusomat Space #597,B. Braun Melsungen AG,Infusomat,2016-03-26,31,2
PRK341,Infusion Pump,7,0,0,2,1,1,0.0,1,2,0.0,Germany,Infusomat Space #659,B. Braun Melsungen AG,Infusomat,2013-11-01,,1
PRK311,Infusion Pump,6,0,0,2,1,1,0.0,0,1,0.0,Ireland,Alaris GP #11,Medtronic,Alaris,2002-11-28,,1
PRK360,Infusion Pump,6,0,0,2,1,1,111.56,0,2,304.62,Germany,Infusomat Space #752,B. Braun Melsungen AG,Infusomat,2012-05-03,22,2
PRK319,Radiographic System,0,1,0,1,1,1,182.15,0,1,2259.5,Germany,Somatom #873,Siemens Healthineers,Siemens,2013-10-13,9,2
PRK300,Infusion Pump,19,1,1,2,2,1,25.9,0,2,139686.24,Germany,Infusomat Space #403,B. Braun Melsungen AG,Infusomat,2012-01-04,20,3
PRK358,Infusion Pump,5,0,0,2,2,1,0.0,0,2,0.0,Ireland,Alaris GP #236,Medtronic,Alaris,2008-12-26,,1
PRK320,Infusion Pump,8,1,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #352,B. Braun Melsungen AG,Infusomat,2007-08-13,,1
PRK320,Infusion Pump,7,1,0,2,1,1,3.54,1,2,1286.95,USA,Sigma Spectrum #509,Baxter Healthcare Corp,Sigma,2011-04-11,15,2
PRK311,Physiologic Monitoring System,5,0,0,1,1,1,92.52,0,2,4859.68,USA,CARESCAPE #30,GE Healthcare,GE,2014-03-21,42,2
PRK341,Infusion Pump,19,1,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #675,Medtronic,Alaris,1996-02-09,,1
PRK320,Physiologic Monitoring System,3,0,0,1,1,1,0.0,1,2,0.0,Netherlands,IntelliVue #619,Koninklijke Philips N.V.,Philips,2016-01-30,,1
PRK358,Infusion Pump,13,0,0,2,1,1,0.0,1,2,0.0,Germany,Infusomat Space #803,B. Braun Melsungen AG,Infusomat,1999-07-19,,1
PRK341,Sphygmomanometers,2,1,0,1,1,1,162.58,1,2,107.36,USA,DS66 #840,Welch Allyn Inc,Welch Allyn,2004-06-29,35,2
PRK358,Infusion Pump,8,1,0,2,2,1,448.93,0,2,242.63,Ireland,Alaris GP #795,Medtronic,Alaris,2009-12-01,26,3
PRK341,Defibrillator,17,1,0,3,1,1,634.41,0,1,376.56,USA,Lifepak 20e #635,Physio-Control Inc,Lifepak,2006-05-26,9,3
PRK350,Infusion Pump,6,0,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #638,Medtronic,Alaris,2004-11-21,,1
PRK342,Infusion Pump,12,1,0,2,1,1,584.88,0,2,714.77,Germany,Infusomat Space #303,B. Braun Melsungen AG,Infusomat,2004-04-06,30,2
PRK330,Ventilator,6,1,0,3,1,1,49.05,0,2,35.11,USA,Carestation 650 #310,Datex-Ohmeda Inc,Carestation,2007-01-10,23,2
PRK342,Physiologic Monitoring System,6,1,0,1,1,1,14.03,1,2,19.62,Netherlands,IntelliVue #737,Koninklijke Philips N.V.,Philips,2020-02-11,26,2
PRK341,Ventilator,14,1,0,3,1,1,0.0,0,2,0.0,Germany,Evita V500 #841,Drager Medical AG & Co KGaA,Evita,2010-09-14,,1
PRK300,Infusion Pump,12,1,0,2,3,1,0.0,0,2,0.0,Ireland,Alaris GP #598,Medtronic,Alaris,2013-11-04,,1
PRK342,Physiologic Monitoring System,21,1,0,1,1,1,0.0,0,2,0.0,Japan,Life Scope #293,Nihon Kohden Corp,Nihon Kohden,2000-01-14,,1
PRK319,Defibrillator,6,1,0,3,1,1,0.0,0,2,5043.09,USA,Lifepak 20e #423,Physio-Control Inc,Lifepak,2013-01-26,44,2
PRK340,Physiologic Monitoring System,11,1,0,1,1,1,54.45,0,2,3008.08,Netherlands,IntelliVue #835,Koninklijke Philips N.V.,Philips,1997-11-25,40,3
PRK311,Infusion Pump,9,1,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #700,B. Braun Melsungen AG,Infusomat,2010-10-01,,1
PRK300,Physiologic Monitoring System,11,1,0,1,1,1,229.66,0,2,6893.63,USA,CARESCAPE #273,GE Healthcare,GE,2012-05-14,42,2
PRK300,Physiologic Monitoring System,17,1,1,1,1,1,0.0,1,2,0.0,USA,CARESCAPE #442,GE Healthcare,GE,2002-04-15,,1
PRK312,Sphygmomanometers,5,1,0,1,1,1,0.0,0,2,0.0,Japan,HEM-907 #406,Omron Healthcare Co Ltd,Omron,2011-12-21,,1
PRK300,Infusion Pump,10,1,1,2,1,1,840.51,0,2,23916.01,Ireland,Alaris GP #1,Medtronic,Alaris,2007-11-25,43,2
PRK311,Infusion Pump,19,1,0,2,1,1,34.17,1,2,414.87,Ireland,Alaris GP #380,Medtronic,Alaris,2013-05-07,17,2
PRK340,Ventilator,9,1,0,3,1,1,14.65,0,2,8526.0,Germany,Evita V500 #583,Drager Medical AG & Co KGaA,Evita,2008-07-06,15,2
PRK326,Infusion Pump,14,1,0,2,1,1,46.9,0,2,329.35,Ireland,Alaris GP #694,Medtronic,Alaris,2003-03-03,38,2
PRK360,Physiologic Monitoring System,1,0,0,1,1,1,0.0,0,2,0.0,USA,CARESCAPE #720,GE Healthcare,GE,1998-03-22,,1
PRK350,Infusion Pump,9,1,0,2,1,1,0.0,0,2,385.63,Germany,Infusomat Space #652,B. Braun Melsungen AG,Infusomat,1998-09-30,39,2
PRK311,Infusion Pump,6,1,0,2,1,1,34.39,0,2,694.67,Germany,Infusomat Space #792,B. Braun Melsungen AG,Infusomat,2009-02-04,9,2
PRK330,Physiologic Monitoring System,12,0,1,1,1,1,188.19,0,2,66.17,Netherlands,IntelliVue #234,Koninklijke Philips N.V.,Philips,2016-06-13,28,3
PRK330,Infusion Pump,10,1,0,2,1,1,482.49,0,2,64.66,Ireland,Alaris GP #14,Medtronic,Alaris,2014-11-04,6,2
PRK320,Infusion Pump,4,0,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #310,Medtronic,Alaris,2012-12-10,,1
PRK333,Physiologic Monitoring System,2,1,0,1,1,1,382.26,0,2,6185.3,Netherlands,IntelliVue #590,Koninklijke Philips N.V.,Philips,1994-11-05,34,2
PRK341,Physiologic Monitoring System,27,1,2,1,1,1,55.25,1,2,61.59,USA,CARESCAPE #736,GE Healthcare,GE,2012-10-04,7,2
PRK341,Defibrillator,11,1,0,3,2,1,0.0,1,2,0.0,USA,Lifepak 20e #286,Physio-Control Inc,Lifepak,1997-10-31,,1
PRK320,Infusion Pump,11,1,0,2,1,1,4.72,0,2,10840.61,Ireland,Alaris GP #75,Medtronic,Alaris,2006-07-04,37,3
PRK342,Infusion Pump,5,1,0,2,1,1,113.69,0,2,1660.1,Germany,Infusomat Space #73,B. Braun Melsungen AG,Infusomat,2011-01-05,5,3
PRK319,Sphygmomanometers,7,1,0,1,1,1,2.1,0,2,5911.18,Japan,HEM-907 #901,Omron Healthcare Co Ltd,Omron,2014-12-03,21,3
PRK358,Infusion Pump,19,1,0,2,1,1,4.94,0,2,198.59,USA,Sigma Spectrum #514,Baxter Healthcare Corp,Sigma,2017-11-13,6,2
PRK360,Infusion Pump,9,1,0,2,1,1,3.51,0,2,25.41,USA,Sigma Spectrum #883,Baxter Healthcare Corp,Sigma,2014-11-16,40,3
PRK319,Infusion Pump,20,1,0,2,1,1,37.4,1,2,199.78,Germany,Infusomat Space #200,B. Braun Melsungen AG,Infusomat,2003-12-20,21,2
PRK350,Infusion Pump,11,0,0,2,1,1,83.63,0,2,10250.47,Ireland,Alaris GP #18,Medtronic,Alaris,2020-08-01,7,2
PRK350,Defibrillator,17,0,0,3,1,1,0.0,0,2,0.0,Netherlands,HeartStart XL #646,Koninklijke Philips N.V.,HeartStart,2016-06-25,,1
PRK333,Physiologic Monitoring System,1,0,0,1,1,1,212.37,0,1,43.77,Japan,Life Scope #766,Nihon Kohden Corp,Nihon Kohden,2002-09-04,31,2
PRK310,Physiologic Monitoring System,5,0,0,1,1,1,0.0,1,2,0.0,USA,CARESCAPE #474,GE Healthcare,GE,1999-02-19,,1
PRK350,Infusion Pump,9,1,0,2,2,1,5.05,0,2,85.68,USA,Sigma Spectrum #4,Baxter Healthcare Corp,Sigma,2007-12-27,26,2
PRK330,Infusion Pump,7,0,0,2,1,1,58.43,0,2,7.71,Germany,Infusomat Space #716,B. Braun Melsungen AG,Infusomat,2018-02-26,27,3
PRK319,Infusion Pump,12,1,0,2,1,1,0.0,1,1,0.0,Ireland,Alaris GP #307,Medtronic,Alaris,2001-12-21,,1
PRK341,Infusion Pump,2,1,0,2,1,1,13.61,0,1,2014.01,Germany,Infusomat Space #159,B. Braun Melsungen AG,Infusomat,2011-11-02,54,2
PRK330,Infusion Pump,2,0,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #266,B. Braun Melsungen AG,Infusomat,2014-10-09,,1
PRK310,Infusion Pump,12,1,1,2,1,1,52.72,0,2,0.0,Ireland,Alaris GP #9,Medtronic,Alaris,2015-08-05,10,2
PRK360,Infusion Pump,16,0,0,2,1,1,34.64,0,2,0.0,Ireland,Alaris GP #788,Medtronic,Alaris,2007-07-31,13,2
PRK319,Physiologic Monitoring System,7,0,0,1,1,1,34.05,0,2,5408.67,USA,CARESCAPE #463,GE Healthcare,GE,2005-04-22,14,3
PRK333,Physiologic Monitoring System,21,1,0,1,1,1,0.0,0,2,0.0,Netherlands,IntelliVue #143,Koninklijke Philips N.V.,Philips,1992-01-28,,1
PRK341,Infusion Pump,24,0,1,2,1,1,83.16,0,2,852.81,Germany,Infusomat Space #850,B. Braun Melsungen AG,Infusomat,2012-04-01,7,3
PRK311,Infusion Pump,8,1,0,2,1,1,37.96,0,1,9017.92,Germany,Infusomat Space #296,B. Braun Melsungen AG,Infusomat,2014-12-04,44,3
PRK342,Ventilator,6,0,0,3,1,1,0.0,1,2,0.0,USA,Carestation 650 #485,Datex-Ohmeda Inc,Carestation,2018-05-12,,1
PRK341,Physiologic Monitoring System,5,0,0,1,1,1,0.0,0,2,0.0,Netherlands,IntelliVue #730,Koninklijke Philips N.V.,Philips,2002-11-07,,1
PRK333,Ventilator,5,0,0,3,1,1,0.0,1,2,0.0,USA,Carestation 650 #597,Datex-Ohmeda Inc,Carestation,2012-09-27,,1
PRK333,Infusion Pump,14,1,0,2,1,1,0.0,1,2,0.0,Ireland,Alaris GP #31,Medtronic,Alaris,2009-12-21,,1
PRK360,Ventilator,4,1,0,3,1,1,0.0,0,2,0.0,Germany,Evita V500 #496,Drager Medical AG & Co KGaA,Evita,2009-01-18,,1
PRK358,Infusion Pump,3,0,0,2,1,1,322.21,0,2,0.0,Germany,Infusomat Space #277,B. Braun Melsungen AG,Infusomat,2013-08-15,54,2
PRK311,Infusion Pump,4,1,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #877,Medtronic,Alaris,2002-12-24,,1
PRK320,Infusion Pump,8,1,0,2,1,1,270.72,0,2,825.47,Germany,Infusomat Space #998,B. Braun Melsungen AG,Infusomat,2013-07-14,8,2
PRK333,Infusion Pump,9,1,0,2,1,1,7.25,0,2,31867.8,Germany,Infusomat Space #593,B. Braun Melsungen AG,Infusomat,1998-05-10,32,2
PRK358,Infusion Pump,13,1,0,2,1,1,52.45,0,2,8030.41,Ireland,Alaris GP #855,Medtronic,Alaris,2020-03-06,13,2
PRK358,Infusion Pump,8,1,0,2,1,1,10.57,0,2,15633.13,USA,Sigma Spectrum #584,Baxter Healthcare Corp,Sigma,2008-04-20,14,3
PRK326,Physiologic Monitoring System,2,1,0,1,1,1,159.04,0,2,2042.51,Japan,Life Scope #653,Nihon Kohden Corp,Nihon Kohden,2007-05-24,40,2
PRK358,Infusion Pump,6,0,0,2,2,1,0.0,0,2,0.0,USA,Sigma Spectrum #278,Baxter Healthcare Corp,Sigma,2019-06-29,,1
PRK326,Infusion Pump,8,1,0,2,1,1,0.0,1,2,0.0,Germany,Infusomat Space #431,B. Braun Melsungen AG,Infusomat,2009-01-31,,1
PRK319,Infusion Pump,5,1,0,2,1,1,3.69,0,2,479.15,Ireland,Alaris GP #223,Medtronic,Alaris,2006-11-30,16,2
PRK341,Infusion Pump,10,1,0,2,2,1,16.12,0,2,4089.56,Germany,Infusomat Space #740,B. Braun Melsungen AG,Infusomat,2016-03-26,25,2
PRK320,Infusion Pump,1,0,0,2,1,1,13417.21,0,2,361.96,USA,Sigma Spectrum #774,Baxter Healthcare Corp,Sigma,2015-11-23,60,2
PRK341,Infusion Pump,8,1,0,2,1,1,238.35,0,2,10039.34,Germany,Infusomat Space #414,B. Braun Melsungen AG,Infusomat,2017-03-27,31,3
PRK330,Infusion Pump,19,1,0,2,1,1,13.55,0,2,0.0,USA,Sigma Spectrum #315,Baxter Healthcare Corp,Sigma,2011-11-29,22,3
PRK350,Physiologic Monitoring System,16,1,0,1,1,1,285.51,0,2,378.12,USA,CARESCAPE #73,GE Healthcare,GE,2011-11-17,19,2
PRK360,Sphygmomanometers,9,1,0,1,1,1,0.0,0,2,0.0,USA,DS66 #261,Welch Allyn Inc,Welch Allyn,2008-10-13,,1
PRK319,Infusion Pump,9,1,0,2,2,1,6159.48,0,2,144708.35,USA,Sigma Spectrum #503,Baxter Healthcare Corp,Sigma,2008-12-16,7,3
PRK333,Physiologic Monitoring System,11,1,0,1,1,1,61.93,0,2,149.92,Netherlands,IntelliVue #880,Koninklijke Philips N.V.,Philips,2013-10-10,9,2
PRK342,Defibrillator,4,1,0,3,1,1,0.0,1,2,0.0,Netherlands,HeartStart XL #650,Koninklijke Philips N.V.,HeartStart,2016-02-25,,1
PRK312,Radiographic System,15,1,0,1,3,2,47.93,0,2,0.0,Netherlands,DigitalDiagnost #519,Koninklijke Philips N.V.,Philips,1997-11-29,13,3
PRK350,Physiologic Monitoring System,21,1,0,1,1,1,0.0,0,2,0.0,Netherlands,IntelliVue #577,Koninklijke Philips N.V.,Philips,2006-03-08,,1
PRK341,Defibrillator,8,1,0,3,1,1,0.0,0,2,0.0,USA,Lifepak 20e #374,Physio-Control Inc,Lifepak,2017-05-25,,1
PRK311,Defibrillator,9,1,0,3,1,1,0.0,0,2,0.0,USA,Lifepak 20e #518,Physio-Control Inc,Lifepak,2017-07-16,,1
PRK358,Ventilator,13,1,0,3,1,1,0.0,0,2,0.0,Germany,Evita V500 #899,Drager Medical AG & Co KGaA,Evita,2016-07-18,,1
PRK330,Infusion Pump,5,0,0,2,1,1,217.91,0,2,71.77,Germany,Infusomat Space #981,B. Braun Melsungen AG,Infusomat,2013-08-15,19,2
PRK312,Infusion Pump,21,1,2,2,1,1,34.39,0,2,0.0,Germany,Infusomat Space #280,B. Braun Melsungen AG,Infusomat,2007-12-28,21,2
PRK312,Infusion Pump,27,1,2,2,1,1,0.0,1,2,0.0,USA,Sigma Spectrum #5,Baxter Healthcare Corp,Sigma,2016-05-01,,1
PRK350,Infusion Pump,12,1,1,2,1,1,5.02,0,2,1810.21,Germany,Infusomat Space #275,B. Braun Melsungen AG,Infusomat,2009-12-23,14,3
PRK358,Infusion Pump,22,1,1,2,1,1,194.03,0,1,116.78,Ireland,Alaris GP #393,Medtronic,Alaris,2008-01-17,20,2
PRK326,Infusion Pump,3,0,0,2,1,1,989.04,0,2,96435.15,Ireland,Alaris GP #991,Medtronic,Alaris,2015-04-14,39,2
PRK300,Physiologic Monitoring System,10,1,0,1,1,1,11.87,0,2,42820.12,Netherlands,IntelliVue #152,Koninklijke Philips N.V.,Philips,2010-09-01,28,2
PRK310,Physiologic Monitoring System,1,0,0,1,1,1,0.0,0,2,0.0,Japan,Life Scope #880,Nihon Kohden Corp,Nihon Kohden,2011-04-12,,1
PRK341,Ventilator,6,0,0,3,1,1,10.4,1,2,143875.86,Germany,Evita V500 #382,Drager Medical AG & Co KGaA,Evita,2009-12-18,36,2
PRK320,Infusion Pump,6,1,0,2,1,1,238.27,0,2,162.43,USA,Sigma Spectrum #766,Baxter Healthcare Corp,Sigma,2007-10-26,25,2
PRK330,Infusion Pump,5,1,0,2,1,1,356.11,0,2,4077.55,Ireland,Alaris GP #353,Medtronic,Alaris,2014-06-30,3,2
PRK320,Ventilator,3,1,0,3,1,1,0.0,0,2,0.0,USA,Smartvent 7900 #748,Datex-Ohmeda Inc,Smartvent,2004-05-28,,1
PRK330,Ventilator,12,1,0,3,1,1,6.43,1,2,0.0,USA,Smartvent 7900 #46,Datex-Ohmeda Inc,Smartvent,2016-06-17,40,2
PRK341,Radiographic System,4,0,0,1,2,2,0.0,0,2,0.0,Netherlands,DigitalDiagnost #231,Koninklijke Philips N.V.,Philips,2017-12-05,,1
PRK340,Defibrillator,12,1,0,3,1,1,83.24,0,2,39.7,Netherlands,HeartStart XL #143,Koninklijke Philips N.V.,HeartStart,2012-01-02,32,3
PRK312,Defibrillator,8,1,0,3,1,1,0.0,0,2,0.0,USA,Lifepak 20e #777,Physio-Control Inc,Lifepak,2015-02-25,,1
PRK333,Infusion Pump,11,1,1,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #766,Medtronic,Alaris,2006-11-08,,1
PRK330,Infusion Pump,6,1,0,2,1,1,7.38,1,2,0.0,Germany,Infusomat Space #95,B. Braun Melsungen AG,Infusomat,2017-12-03,35,2
PRK340,Infusion Pump,8,1,0,2,1,1,0.0,1,2,0.0,Ireland,Alaris GP #405,Medtronic,Alaris,2010-06-02,,1
PRK311,Physiologic Monitoring System,30,1,0,1,1,1,434.69,1,1,57.91,USA,CARESCAPE #612,GE Healthcare,GE,2018-04-17,2,3
PRK311,Sphygmomanometers,10,1,0,1,1,1,0.0,1,2,0.0,USA,DS66 #908,Welch Allyn Inc,Welch Allyn,2012-08-17,,1
PRK333,Infusion Pump,21,1,0,2,2,1,2.96,0,2,0.73,Ireland,Alaris GP #514,Medtronic,Alaris,1999-11-12,19,2
PRK319,Physiologic Monitoring System,20,0,1,1,1,1,12.99,0,2,3151.32,USA,CARESCAPE #994,GE Healthcare,GE,2008-06-22,12,2
PRK341,Infusion Pump,3,1,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #756,B. Braun Melsungen AG,Infusomat,1993-01-09,,1
PRK326,Infusion Pump,20,1,0,2,1,1,280.49,0,2,5063.91,USA,Sigma Spectrum #882,Baxter Healthcare Corp,Sigma,2011-05-24,21,3
PRK319,Infusion Pump,8,1,0,2,1,1,63.81,0,2,610.97,Ireland,Alaris GP #971,Medtronic,Alaris,2019-11-20,29,3
PRK341,Infusion Pump,6,0,0,2,1,1,876.68,0,2,121.98,USA,Sigma Spectrum #648,Baxter Healthcare Corp,Sigma,2016-09-21,46,2
PRK326,Sphygmomanometers,4,0,0,1,1,1,32.32,0,2,42.69,Malaysia,MV-BP100 #695,Med-Vantage Sdn Bhd,MedVantage,1997-10-25,24,2
PRK312,Infusion Pump,3,0,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #558,Baxter Healthcare Corp,Sigma,2015-09-03,,1
PRK350,Ventilator,12,1,1,3,1,1,14.51,0,2,99.92,USA,Carestation 650 #848,Datex-Ohmeda Inc,Carestation,2016-12-05,38,2
PRK330,Physiologic Monitoring System,3,0,0,1,1,1,10.61,1,2,14.17,USA,CARESCAPE #736,GE Healthcare,GE,2013-02-12,49,2
PRK358,Infusion Pump,12,1,1,2,1,1,362.5,0,2,7238.98,Germany,Infusomat Space #402,B. Braun Melsungen AG,Infusomat,2015-07-28,51,2
PRK312,Infusion Pump,1,1,0,2,1,1,1738.5,0,2,287.08,Germany,Infusomat Space #9,B. Braun Melsungen AG,Infusomat,2015-01-21,2,2
PRK358,Ventilator,4,1,0,3,1,1,131.97,1,2,982.82,Germany,Evita V500 #902,Drager Medical AG & Co KGaA,Evita,2011-03-13,33,3
